area_sqft,bedrooms,bathrooms,balconies,age_years,floor,total_floors,parking,location,furnishing,property_type,price
1249,2,1,3,15,1,30,2,Pune,Unfurnished,Independent House,10931722.12
4510,3,3,1,30,11,27,0,Mumbai,Semi-Furnished,Apartment,51100324.92
2665,3,4,2,27,4,26,0,Mumbai,Semi-Furnished,Apartment,19775962.69
2107,4,3,2,25,19,24,1,Mumbai,Semi-Furnished,Independent House,27747606.86
899,4,3,3,5,11,17,1,Nagpur,Semi-Furnished,Apartment,6946490.48
4467,5,1,3,15,5,13,0,Chennai,Semi-Furnished,Apartment,36946298.21
2728,4,1,1,4,3,13,1,Delhi,Furnished,Apartment,32239677.61
502,5,1,1,5,17,30,0,Delhi,Semi-Furnished,Independent House,8314317.7
4762,4,1,1,4,19,23,2,Delhi,Furnished,Apartment,61502640.32
2984,1,1,0,24,15,16,2,Hyderabad,Unfurnished,Independent House,21087080.51
3155,5,3,2,12,18,29,1,Delhi,Semi-Furnished,Villa,51450483.27
1692,5,1,2,13,11,15,1,Bangalore,Semi-Furnished,Villa,28549613.7
1182,2,4,0,19,17,28,2,Mumbai,Unfurnished,Apartment,16042520.01
4961,4,4,3,3,14,22,0,Pune,Furnished,Apartment,40449200.46
1179,5,3,0,21,9,22,0,Bangalore,Unfurnished,Independent House,11983709.64
3569,2,4,0,12,13,14,0,Mumbai,Semi-Furnished,Apartment,37336366.5
615,1,2,1,18,13,22,0,Mumbai,Semi-Furnished,Apartment,7088205.51
2006,4,2,3,4,5,20,2,Chennai,Semi-Furnished,Apartment,16511895.11
4825,2,1,3,9,7,10,2,Pune,Unfurnished,Apartment,36574551.75
4422,5,3,2,8,1,12,2,Hyderabad,Unfurnished,Apartment,36629169.28
4782,3,3,1,8,20,28,2,Delhi,Unfurnished,Independent House,46036509.52
2947,4,4,1,27,18,24,0,Chennai,Unfurnished,Independent House,16962251.69
4666,2,4,2,14,12,30,1,Mumbai,Semi-Furnished,Apartment,44158333.04
3830,4,3,1,8,6,28,0,Mumbai,Unfurnished,Apartment,28117323.79
1311,5,3,3,25,7,30,0,Bangalore,Semi-Furnished,Apartment,9525015.29
2950,3,2,3,17,17,24,2,Pune,Unfurnished,Independent House,20764946.13
1148,5,3,1,9,19,26,2,Pune,Unfurnished,Apartment,11769106.58
4480,3,4,0,2,9,18,0,Chennai,Semi-Furnished,Apartment,42596997.93
4962,5,2,0,4,8,8,0,Mumbai,Semi-Furnished,Apartment,72961367.85
3518,4,2,2,20,15,29,0,Delhi,Unfurnished,Independent House,37681416.79
2472,5,3,3,4,5,14,2,Pune,Semi-Furnished,Apartment,25415423.34
4964,3,1,1,5,7,28,1,Bangalore,Furnished,Independent House,32276955.8
867,4,4,0,2,8,29,0,Hyderabad,Semi-Furnished,Apartment,4689397.73
1349,3,2,3,3,3,8,1,Mumbai,Unfurnished,Independent House,16223960.1
800,2,2,1,8,20,22,2,Hyderabad,Semi-Furnished,Apartment,5959630.3
3873,1,4,1,2,6,13,2,Pune,Furnished,Independent House,39688220.78
2451,1,4,3,15,14,30,0,Mumbai,Semi-Furnished,Apartment,29529909.23
680,3,2,3,8,0,1,0,Bangalore,Unfurnished,Apartment,4582368.77
602,2,4,0,9,4,14,2,Pune,Unfurnished,Villa,7780774.2
4821,3,1,3,21,15,15,0,Bangalore,Semi-Furnished,Apartment,25201239.18
579,2,4,2,21,10,16,1,Chennai,Unfurnished,Independent House,5756375.3
4543,4,3,1,16,14,29,1,Delhi,Unfurnished,Apartment,30099357.57
2120,1,3,1,22,15,19,1,Bangalore,Unfurnished,Apartment,13629097.04
799,1,1,0,2,16,28,2,Chennai,Semi-Furnished,Villa,5520778.33
3202,5,3,0,12,6,13,0,Hyderabad,Unfurnished,Independent House,20705026.17
3505,1,2,1,14,8,30,1,Mumbai,Furnished,Apartment,24985139.13
1191,2,1,0,2,6,17,2,Chennai,Unfurnished,Apartment,8418687.74
3871,4,2,0,21,5,21,2,Chennai,Unfurnished,Apartment,31831069.27
812,2,1,2,8,0,22,0,Mumbai,Unfurnished,Apartment,10350987.97
1786,5,4,2,6,13,15,0,Delhi,Unfurnished,Villa,16695941.67
1802,5,1,1,29,5,25,1,Delhi,Semi-Furnished,Apartment,8674922.2
2588,3,1,1,11,13,14,1,Mumbai,Furnished,Independent House,25920444.82
1405,3,2,3,27,8,10,2,Pune,Semi-Furnished,Apartment,13025750.32
2931,4,2,3,7,10,28,0,Mumbai,Furnished,Apartment,35488476.92
2130,1,1,2,17,17,23,0,Bangalore,Unfurnished,Independent House,11216466.76
2553,3,3,2,24,19,23,0,Chennai,Semi-Furnished,Apartment,18068630.59
3515,1,4,2,7,2,24,0,Pune,Furnished,Independent House,40712755.01
1804,3,2,0,14,13,13,1,Pune,Unfurnished,Apartment,15569664.92
1844,1,2,1,10,16,20,2,Bangalore,Unfurnished,Apartment,10614247.98
3101,4,2,1,1,1,17,0,Bangalore,Unfurnished,Apartment,17588872.92
1960,4,1,2,5,6,21,2,Delhi,Furnished,Independent House,14350176.05
2848,3,1,3,2,18,27,0,Chennai,Semi-Furnished,Apartment,31673660.1
4355,2,4,0,7,3,25,2,Chennai,Semi-Furnished,Villa,29305374.67
3687,1,1,1,7,2,17,0,Nagpur,Unfurnished,Apartment,15189229.52
1203,4,1,0,8,2,10,2,Nagpur,Furnished,Apartment,6726819.42
2878,1,1,1,6,19,30,0,Delhi,Semi-Furnished,Apartment,32312614.44
2266,5,1,1,24,11,22,1,Mumbai,Unfurnished,Independent House,25286022.47
2003,3,4,3,27,14,23,0,Mumbai,Furnished,Apartment,11841348.44
1950,5,3,1,29,7,30,1,Pune,Semi-Furnished,Villa,12555449.57
3560,1,4,1,28,2,9,0,Chennai,Semi-Furnished,Villa,19667354.12
4718,1,3,3,14,4,12,0,Delhi,Semi-Furnished,Apartment,37722319.67
3190,4,4,1,15,20,26,2,Delhi,Semi-Furnished,Apartment,29628770.53
3880,2,3,1,15,4,23,2,Pune,Unfurnished,Independent House,38245016.37
1535,4,4,3,12,0,2,1,Bangalore,Furnished,Apartment,12307982.27
3675,3,4,3,0,1,3,1,Mumbai,Furnished,Villa,62698344.05
4642,4,2,0,9,18,21,1,Delhi,Furnished,Independent House,45658922.14
3310,5,2,3,4,3,13,0,Bangalore,Unfurnished,Apartment,38137784.06
4652,5,3,0,19,9,20,1,Nagpur,Furnished,Apartment,21064479.71
3495,2,4,1,14,18,23,0,Pune,Semi-Furnished,Apartment,24616166.74
2573,3,2,3,23,2,7,1,Bangalore,Unfurnished,Villa,30670867.97
943,1,2,1,29,5,18,0,Chennai,Furnished,Villa,5545787.78
4111,1,2,3,28,0,17,1,Bangalore,Unfurnished,Apartment,20634563.22
1483,3,2,3,25,10,27,0,Hyderabad,Semi-Furnished,Apartment,11130844.99
4598,1,3,3,21,18,24,1,Chennai,Semi-Furnished,Independent House,40432387.83
2230,1,1,2,7,10,28,1,Hyderabad,Semi-Furnished,Apartment,13724821.25
1164,3,3,3,15,0,4,2,Nagpur,Unfurnished,Apartment,5646295.54
3121,2,3,1,15,2,29,2,Delhi,Furnished,Apartment,28639474.87
763,5,3,0,0,12,12,0,Mumbai,Furnished,Independent House,15285747.1
4873,2,3,2,2,13,27,0,Bangalore,Unfurnished,Independent House,38587071.59
2964,5,4,2,4,2,16,0,Mumbai,Furnished,Apartment,32511058.63
3948,4,3,3,1,9,14,1,Mumbai,Semi-Furnished,Apartment,58999009.16
4093,1,4,3,18,19,20,2,Hyderabad,Furnished,Independent House,36835331.31
2783,3,1,1,30,12,26,2,Mumbai,Semi-Furnished,Villa,28783179.73
2778,2,1,3,9,9,21,0,Bangalore,Semi-Furnished,Independent House,26438274.89
2980,2,1,3,28,16,21,2,Chennai,Unfurnished,Independent House,25180456.22
3205,3,3,0,6,9,15,2,Bangalore,Unfurnished,Apartment,25217685.09
3011,3,2,0,30,17,27,2,Hyderabad,Semi-Furnished,Apartment,16979925.0
4461,1,4,2,14,16,28,2,Chennai,Unfurnished,Independent House,34556161.03
4741,3,2,2,6,20,25,1,Pune,Semi-Furnished,Apartment,48289887.01
3669,4,1,1,5,2,9,2,Pune,Unfurnished,Apartment,31454506.87
4193,5,2,1,28,1,5,2,Nagpur,Unfurnished,Apartment,14190399.85
4097,5,2,1,10,17,25,2,Mumbai,Semi-Furnished,Villa,48447020.1
3749,4,3,0,16,13,25,2,Bangalore,Unfurnished,Apartment,38583437.99
2574,1,2,2,23,17,17,2,Mumbai,Unfurnished,Apartment,17691986.29
2275,2,4,1,1,12,27,1,Nagpur,Semi-Furnished,Villa,22707420.65
1959,4,3,2,11,11,16,2,Nagpur,Furnished,Independent House,10065309.49
3940,2,4,1,15,3,11,1,Delhi,Unfurnished,Villa,36649022.2
3946,1,4,0,29,3,23,1,Delhi,Semi-Furnished,Apartment,27600081.29
464,1,1,2,22,14,21,1,Pune,Furnished,Apartment,2912982.35
1254,5,3,2,18,17,29,1,Delhi,Unfurnished,Apartment,9651961.47
3358,5,1,3,25,18,28,2,Bangalore,Semi-Furnished,Apartment,35205439.05
3998,4,3,3,4,17,28,1,Mumbai,Unfurnished,Apartment,45638446.87
2076,4,4,2,3,10,18,1,Hyderabad,Unfurnished,Apartment,17975088.72
2285,2,3,1,23,9,20,0,Mumbai,Unfurnished,Apartment,25475809.84
989,3,3,0,16,5,7,2,Hyderabad,Semi-Furnished,Apartment,8835281.07
983,5,1,0,22,13,17,2,Nagpur,Unfurnished,Apartment,4508154.4
2986,5,2,0,19,10,15,0,Pune,Unfurnished,Apartment,24017243.33
2396,5,4,0,25,4,5,1,Nagpur,Furnished,Independent House,10537540.89
2564,2,1,2,14,7,24,0,Nagpur,Unfurnished,Apartment,14680790.05
2236,4,3,3,22,6,21,0,Delhi,Unfurnished,Independent House,25201965.27
2557,3,1,0,30,4,19,2,Mumbai,Unfurnished,Apartment,12601243.03
3418,1,4,1,4,16,18,2,Delhi,Semi-Furnished,Apartment,39457958.62
3709,5,2,0,24,15,16,2,Hyderabad,Unfurnished,Apartment,13749615.77
3209,2,4,1,12,8,29,0,Nagpur,Unfurnished,Apartment,20347903.55
1862,1,1,3,7,17,24,0,Delhi,Furnished,Apartment,21301201.55
879,3,1,0,0,19,25,0,Bangalore,Semi-Furnished,Apartment,9391930.67
2284,3,3,1,25,20,21,0,Bangalore,Semi-Furnished,Apartment,23317614.49
2448,4,4,0,16,16,30,2,Delhi,Furnished,Apartment,22631199.34
3481,4,4,0,23,11,29,0,Bangalore,Unfurnished,Apartment,30523632.23
949,3,1,1,26,20,21,0,Chennai,Unfurnished,Apartment,4084044.94
4444,4,4,0,2,7,27,2,Mumbai,Semi-Furnished,Independent House,74291485.91
4994,4,2,1,0,13,15,0,Nagpur,Semi-Furnished,Independent House,24506721.61
2157,2,2,1,2,13,27,1,Chennai,Unfurnished,Villa,15685885.71
758,1,3,3,18,12,28,1,Pune,Furnished,Apartment,4780090.86
4602,1,3,3,5,6,7,2,Bangalore,Furnished,Independent House,49045263.62
796,2,1,1,26,19,28,0,Bangalore,Semi-Furnished,Independent House,9362929.79
3856,4,3,2,0,9,18,0,Delhi,Unfurnished,Independent House,34626893.84
4903,3,3,1,15,16,22,0,Mumbai,Semi-Furnished,Villa,46639238.12
1575,1,4,1,20,15,18,2,Bangalore,Furnished,Apartment,16233837.34
2242,4,4,2,26,19,19,1,Bangalore,Unfurnished,Apartment,15138511.6
2782,5,4,2,21,19,26,0,Hyderabad,Unfurnished,Independent House,26139870.82
2020,5,1,2,16,4,13,1,Bangalore,Semi-Furnished,Apartment,11382366.89
1417,4,1,3,11,1,26,2,Mumbai,Unfurnished,Apartment,12063363.92
721,4,4,2,29,0,29,2,Bangalore,Unfurnished,Apartment,7539834.29
2041,5,3,3,20,16,21,0,Delhi,Unfurnished,Independent House,21488566.16
1890,3,2,3,1,20,26,2,Bangalore,Unfurnished,Apartment,21435958.45
4580,4,3,2,25,4,6,0,Bangalore,Semi-Furnished,Independent House,21369675.02
3494,4,1,0,6,0,23,2,Mumbai,Semi-Furnished,Apartment,43360079.75
3778,1,4,0,19,16,20,0,Hyderabad,Furnished,Apartment,26115585.56
1494,2,3,0,13,10,29,2,Hyderabad,Furnished,Apartment,14751140.57
4956,4,3,3,9,16,20,2,Pune,Semi-Furnished,Apartment,47105208.49
2685,1,1,3,28,7,14,2,Mumbai,Unfurnished,Independent House,28126275.06
4816,1,1,3,18,11,16,0,Nagpur,Unfurnished,Apartment,17897214.62
1046,5,4,1,12,20,30,1,Nagpur,Furnished,Villa,8356910.45
3378,1,2,1,22,14,24,2,Mumbai,Semi-Furnished,Villa,37521083.68
506,5,3,2,1,12,28,1,Mumbai,Semi-Furnished,Independent House,10833733.56
1250,3,3,2,3,2,22,1,Delhi,Unfurnished,Apartment,11479576.66
2863,3,3,0,8,19,26,1,Bangalore,Unfurnished,Apartment,21497504.83
3059,4,2,0,13,17,23,2,Chennai,Unfurnished,Apartment,14209537.29
3706,5,1,2,21,14,25,1,Mumbai,Furnished,Apartment,50425572.26
4787,1,1,1,11,19,26,2,Chennai,Unfurnished,Apartment,35588132.62
535,3,3,3,8,4,16,1,Hyderabad,Furnished,Apartment,5134642.78
3901,4,3,0,3,6,12,0,Hyderabad,Furnished,Apartment,20904072.83
4816,4,3,2,16,14,15,0,Mumbai,Unfurnished,Apartment,36771337.55
4422,1,3,0,1,14,27,2,Pune,Unfurnished,Apartment,34738110.43
2131,5,3,0,0,16,25,2,Delhi,Unfurnished,Villa,31162137.18
1291,4,1,1,14,7,28,1,Delhi,Unfurnished,Apartment,9224118.92
1429,4,3,0,30,14,23,1,Nagpur,Semi-Furnished,Independent House,7007348.99
942,5,2,3,8,5,16,2,Pune,Furnished,Apartment,7931924.88
4987,2,3,2,30,3,29,0,Delhi,Unfurnished,Apartment,18135077.61
2211,1,1,1,7,17,25,0,Chennai,Unfurnished,Independent House,13133027.08
4816,3,4,2,3,18,27,2,Bangalore,Unfurnished,Apartment,39539015.18
3079,3,2,2,22,1,30,0,Pune,Unfurnished,Independent House,24415305.32
2158,3,1,3,4,12,25,1,Pune,Furnished,Apartment,16114774.86
4503,1,4,2,9,11,19,2,Pune,Unfurnished,Independent House,47867597.39
1103,2,4,3,25,8,28,0,Bangalore,Semi-Furnished,Apartment,8330564.26
1189,4,4,0,19,11,12,2,Pune,Unfurnished,Apartment,12044373.35
1191,4,3,3,15,16,20,2,Bangalore,Furnished,Apartment,13496960.15
2905,2,1,0,16,10,24,0,Nagpur,Unfurnished,Apartment,13882930.64
4200,1,2,3,10,19,28,1,Nagpur,Furnished,Apartment,15270047.83
4096,4,3,1,13,6,23,2,Delhi,Semi-Furnished,Independent House,30975083.85
3446,2,4,0,13,16,30,0,Mumbai,Semi-Furnished,Apartment,47152178.94
1562,5,3,2,12,16,30,2,Bangalore,Unfurnished,Independent House,15580784.15
2744,4,4,1,17,1,5,2,Bangalore,Unfurnished,Independent House,32072799.49
4597,3,4,1,6,7,8,1,Mumbai,Semi-Furnished,Apartment,58182892.09
4398,4,1,1,28,12,28,0,Mumbai,Furnished,Independent House,35984372.89
1077,1,2,3,28,4,10,0,Pune,Semi-Furnished,Apartment,7918702.87
3317,4,3,0,24,7,30,1,Nagpur,Semi-Furnished,Apartment,14423827.77
860,1,3,3,27,16,26,0,Pune,Unfurnished,Apartment,4021750.27
4259,2,3,0,3,1,22,2,Nagpur,Semi-Furnished,Independent House,20340614.28
3936,1,3,3,23,12,30,1,Nagpur,Semi-Furnished,Apartment,14671420.87
1802,1,4,2,15,5,13,0,Nagpur,Unfurnished,Apartment,9293236.98
4879,1,3,0,24,18,23,0,Hyderabad,Semi-Furnished,Villa,36917152.38
3909,2,3,3,25,8,23,1,Pune,Furnished,Apartment,31462985.89
3707,2,1,1,1,0,29,2,Pune,Unfurnished,Apartment,30052182.44
4604,5,2,3,1,1,30,2,Mumbai,Furnished,Apartment,50661609.38
2016,1,4,3,25,13,14,2,Delhi,Semi-Furnished,Apartment,17841580.94
4314,3,3,2,2,12,21,1,Delhi,Furnished,Apartment,43213905.77
4882,2,4,3,12,7,10,2,Mumbai,Semi-Furnished,Independent House,55621732.34
2972,2,1,1,4,8,29,2,Mumbai,Unfurnished,Independent House,44986263.32
3918,4,1,1,7,11,28,0,Hyderabad,Semi-Furnished,Apartment,29108992.39
4361,3,4,2,9,10,19,0,Delhi,Unfurnished,Villa,60437628.3
4903,1,4,1,3,17,19,1,Mumbai,Semi-Furnished,Independent House,45595476.67
604,3,2,1,25,19,24,2,Mumbai,Unfurnished,Independent House,9407111.51
1805,4,3,0,26,1,22,1,Bangalore,Unfurnished,Independent House,16656141.05
3799,2,1,2,23,7,26,2,Nagpur,Furnished,Apartment,21367264.16
3375,5,1,1,23,3,4,1,Pune,Unfurnished,Apartment,13342157.83
1977,2,2,3,20,17,18,0,Hyderabad,Semi-Furnished,Apartment,10793537.88
4115,4,1,3,27,18,20,1,Bangalore,Semi-Furnished,Apartment,39063663.26
2397,2,1,3,21,20,25,1,Chennai,Unfurnished,Villa,16116050.31
2444,2,2,1,23,14,29,0,Hyderabad,Semi-Furnished,Independent House,15678821.77
3078,2,2,2,26,20,21,2,Mumbai,Furnished,Apartment,27534799.94
1044,1,2,2,9,0,2,0,Delhi,Unfurnished,Independent House,5651015.0
1862,5,1,3,27,8,21,1,Bangalore,Furnished,Apartment,20615132.23
955,1,1,1,17,9,28,2,Mumbai,Unfurnished,Apartment,9326231.82
3038,2,2,0,25,16,30,2,Mumbai,Unfurnished,Apartment,25599648.32
4365,1,4,2,30,9,19,2,Delhi,Semi-Furnished,Apartment,21391381.74
4137,5,2,3,29,15,15,2,Hyderabad,Unfurnished,Apartment,24827193.28
1865,3,4,2,7,6,20,2,Pune,Semi-Furnished,Apartment,17598524.64
839,1,3,3,23,1,6,2,Bangalore,Furnished,Independent House,11563805.27
405,4,4,2,17,2,10,1,Mumbai,Furnished,Apartment,7348815.65
4954,4,4,0,29,17,19,0,Hyderabad,Unfurnished,Independent House,32547057.63
4331,5,2,0,2,12,24,0,Delhi,Unfurnished,Villa,50473963.15
3670,3,3,2,2,14,19,2,Chennai,Semi-Furnished,Independent House,41771418.97
1056,2,1,3,21,12,19,0,Bangalore,Unfurnished,Independent House,5978925.05
709,5,1,2,1,8,11,1,Pune,Furnished,Independent House,7932858.72
3846,5,1,0,5,4,4,2,Mumbai,Unfurnished,Independent House,41396897.9
935,5,1,1,23,2,2,1,Chennai,Furnished,Villa,11725409.44
3547,1,2,3,23,4,12,1,Bangalore,Unfurnished,Independent House,29627317.78
2827,1,3,2,4,0,19,2,Mumbai,Semi-Furnished,Apartment,40535262.26
4362,5,2,1,7,10,22,2,Delhi,Unfurnished,Apartment,44383660.88
2816,2,1,2,10,0,9,0,Mumbai,Semi-Furnished,Apartment,37668692.83
4885,2,4,3,10,9,16,1,Pune,Unfurnished,Apartment,29269518.97
1400,2,2,1,13,8,30,0,Nagpur,Semi-Furnished,Apartment,8450683.72
3989,4,3,0,2,17,27,2,Bangalore,Semi-Furnished,Apartment,45055818.54
3584,1,1,2,11,17,29,1,Mumbai,Semi-Furnished,Independent House,43349933.66
4829,5,4,1,8,5,17,0,Mumbai,Semi-Furnished,Apartment,55380838.76
828,5,4,0,16,5,8,2,Delhi,Unfurnished,Independent House,10593589.49
4096,1,4,1,16,5,17,0,Delhi,Semi-Furnished,Apartment,25945999.97
3625,3,1,1,28,18,29,1,Nagpur,Unfurnished,Independent House,19132823.11
4543,3,1,1,1,7,16,1,Bangalore,Unfurnished,Apartment,27115963.0
3824,3,4,1,26,7,29,2,Mumbai,Unfurnished,Independent House,30444002.63
779,4,4,0,9,15,21,1,Delhi,Semi-Furnished,Apartment,9345170.88
4569,3,1,2,19,17,22,2,Bangalore,Unfurnished,Apartment,45848337.25
2668,5,3,0,27,17,29,2,Mumbai,Semi-Furnished,Apartment,28135335.22
637,1,2,0,6,12,23,1,Pune,Unfurnished,Independent House,5116978.67
4451,1,3,3,29,8,13,2,Chennai,Unfurnished,Apartment,26658291.72
3285,3,4,3,24,9,22,1,Pune,Semi-Furnished,Apartment,13499963.95
2270,4,1,1,13,12,21,2,Bangalore,Unfurnished,Apartment,20677827.21
4699,4,2,0,22,10,18,0,Delhi,Semi-Furnished,Apartment,30257816.97
4760,3,2,0,30,12,30,2,Bangalore,Unfurnished,Apartment,20190533.34
3869,4,2,1,24,20,22,1,Hyderabad,Semi-Furnished,Apartment,21045986.69
1208,5,2,1,12,9,27,2,Chennai,Unfurnished,Apartment,12153524.13
467,3,3,0,28,10,24,2,Mumbai,Unfurnished,Independent House,5203536.38
1610,2,2,1,2,13,29,2,Nagpur,Furnished,Independent House,16642244.88
808,4,1,1,1,1,27,0,Nagpur,Furnished,Apartment,7729461.24
1072,5,2,3,10,18,27,0,Pune,Unfurnished,Apartment,10094584.96
3050,5,3,0,24,20,27,1,Chennai,Semi-Furnished,Apartment,15880470.37
1545,3,1,1,12,7,16,1,Bangalore,Unfurnished,Apartment,14569784.4
2694,5,2,1,9,4,5,2,Pune,Semi-Furnished,Independent House,17408505.25
4475,2,4,0,28,9,23,1,Bangalore,Semi-Furnished,Independent House,31031314.21
2061,2,3,0,30,0,12,0,Mumbai,Semi-Furnished,Villa,28774590.24
923,4,3,2,0,7,26,2,Mumbai,Unfurnished,Independent House,15807203.78
2706,3,4,0,12,13,27,1,Nagpur,Unfurnished,Independent House,23560895.84
3596,2,4,3,14,16,18,0,Mumbai,Furnished,Apartment,55631710.89
1701,1,4,0,22,19,24,0,Mumbai,Unfurnished,Apartment,11179424.93
488,5,1,3,21,0,5,0,Mumbai,Unfurnished,Apartment,6343160.24
1725,1,1,3,19,9,30,2,Nagpur,Unfurnished,Villa,12884252.78
841,5,4,3,9,19,27,2,Nagpur,Furnished,Independent House,6773210.23
2330,3,2,1,18,14,16,2,Pune,Semi-Furnished,Apartment,16514049.85
4560,5,2,0,27,5,19,1,Bangalore,Semi-Furnished,Independent House,38049607.78
4518,1,1,0,22,10,11,0,Delhi,Semi-Furnished,Apartment,44549346.09
4184,3,1,3,15,19,21,1,Nagpur,Semi-Furnished,Independent House,15432376.68
3745,4,4,3,29,6,18,0,Chennai,Unfurnished,Independent House,32683518.4
3714,2,2,1,22,15,25,0,Hyderabad,Unfurnished,Apartment,28071384.78
4191,4,3,1,27,19,26,0,Bangalore,Furnished,Apartment,45305761.63
3538,3,2,0,12,20,20,2,Mumbai,Unfurnished,Independent House,45804133.9
4224,1,2,1,3,1,2,2,Mumbai,Furnished,Apartment,48666978.25
2384,3,2,1,25,12,30,0,Mumbai,Semi-Furnished,Apartment,16458477.68
1077,4,1,3,16,4,13,1,Mumbai,Unfurnished,Apartment,7143274.52
3702,1,3,1,20,7,28,1,Nagpur,Unfurnished,Apartment,17324620.1
2799,4,4,3,16,19,25,0,Mumbai,Unfurnished,Apartment,17939960.58
3141,4,2,3,2,19,22,2,Pune,Unfurnished,Apartment,25362447.24
4203,1,3,0,5,14,29,2,Chennai,Unfurnished,Apartment,33781664.02
2971,2,2,2,27,18,22,2,Nagpur,Unfurnished,Independent House,12838812.01
1754,3,3,3,29,0,23,0,Chennai,Furnished,Independent House,9158462.63
644,1,2,1,30,1,20,2,Nagpur,Unfurnished,Independent House,4197685.85
4021,1,3,1,9,10,26,1,Mumbai,Furnished,Apartment,35087860.2
2127,4,1,2,29,7,7,1,Hyderabad,Unfurnished,Independent House,15649740.25
1265,2,3,1,27,0,7,0,Delhi,Semi-Furnished,Apartment,12366618.12
1558,4,2,2,27,12,12,0,Delhi,Unfurnished,Villa,9877023.01
2306,3,4,2,10,17,27,0,Chennai,Unfurnished,Independent House,17664696.14
819,5,2,3,9,0,16,1,Pune,Unfurnished,Apartment,5438848.2
2048,4,2,1,21,13,17,1,Chennai,Furnished,Apartment,13374183.17
3007,4,2,0,4,16,25,1,Delhi,Semi-Furnished,Apartment,26613161.69
1161,5,4,1,16,2,22,2,Bangalore,Semi-Furnished,Apartment,9295036.24
1850,1,3,0,19,20,25,0,Delhi,Semi-Furnished,Villa,14944153.28
420,3,4,3,17,11,19,0,Chennai,Unfurnished,Apartment,4286378.75
4468,2,2,1,19,3,29,0,Delhi,Unfurnished,Apartment,22813962.82
1432,5,2,3,10,14,28,2,Pune,Furnished,Villa,22512177.55
1200,5,3,1,0,0,13,2,Hyderabad,Unfurnished,Apartment,8694888.39
4762,4,1,3,26,9,27,0,Bangalore,Unfurnished,Villa,59651042.46
1302,4,1,3,13,4,9,2,Nagpur,Furnished,Apartment,11468083.48
2851,1,1,2,5,2,7,2,Delhi,Unfurnished,Apartment,24982803.25
3499,2,1,3,25,8,29,1,Mumbai,Unfurnished,Independent House,23696468.81
760,4,4,3,22,6,17,0,Mumbai,Semi-Furnished,Independent House,7571030.75
969,2,4,0,24,9,14,1,Chennai,Unfurnished,Independent House,5433920.07
3635,2,4,1,18,18,18,1,Mumbai,Unfurnished,Villa,28511744.3
2943,2,1,0,0,1,22,2,Pune,Unfurnished,Apartment,18943782.78
2096,1,4,0,7,6,19,2,Bangalore,Unfurnished,Apartment,22671977.61
3179,1,4,3,13,16,22,2,Nagpur,Semi-Furnished,Independent House,19336116.82
3348,2,2,1,8,6,16,2,Delhi,Semi-Furnished,Apartment,33539038.41
4853,3,2,0,21,18,30,0,Mumbai,Semi-Furnished,Apartment,53780555.1
742,4,2,3,22,9,22,1,Bangalore,Semi-Furnished,Independent House,8998525.94
4115,5,3,0,25,0,16,1,Delhi,Furnished,Apartment,29364258.64
